League,Season,Team,Team_Short,Matches,Points,Won,Lost,Draw,Goals,Opponent_Goals,GoalDiff
2. Bundesliga,2008/2009,TSV 1860 München,1860 München,34,39,9,13,12,44,46,-2
2. Bundesliga,2008/2009,FC Hansa Rostock,Rostock,34,38,8,12,14,52,53,-1
2. Bundesliga,2008/2009,FSV Frankfurt,FSV Frankfurt,34,38,9,14,11,34,47,-13
2. Bundesliga,2008/2009,VfL Osnabrück,Osnabrück,34,36,8,14,12,41,60,-19
2. Bundesliga,2008/2009,FC Ingolstadt 04,Ingolstadt,34,31,7,17,10,38,54,-16
2. Bundesliga,2008/2009,SV Wehen Wiesbaden,Wiesbaden,34,27,5,17,12,28,49,-21
2. Bundesliga,2009/2010,1. FC Kaiserslautern,Kaiserslautern,34,67,19,5,10,56,28,28
2. Bundesliga,2009/2010,FC St. Pauli,St. Pauli,34,64,20,10,4,72,37,35
2. Bundesliga,2009/2010,FC Augsburg,Augsburg,34,62,17,6,11,60,40,20
2. Bundesliga,2009/2010,Fortuna Düsseldorf,Düsseldorf,34,59,17,9,8,48,31,17
2. Bundesliga,2009/2010,Arminia Bielefeld,Bielefeld,34,53,16,13,5,48,41,7
2. Bundesliga,2009/2010,SC Paderborn 07,Paderborn,34,51,14,11,9,49,49,0
2. Bundesliga,2009/2010,MSV Duisburg,Duisburg,34,50,14,12,8,51,46,5
2. Bundesliga,2009/2010,TSV 1860 München,1860 München,34,48,14,14,6,43,45,-2
2. Bundesliga,2009/2010,FC Energie Cottbus,Cottbus,34,47,13,13,8,55,49,6
2. Bundesliga,2009/2010,Karlsruher SC,Karlsruhe,34,46,13,14,7,43,45,-2
2. Bundesliga,2009/2010,SpVgg Greuther Fürth,Fürth,34,44,12,14,8,51,50,1
2. Bundesliga,2009/2010,1. FC Union Berlin,Union Berlin,34,44,11,12,11,42,45,-3
2. Bundesliga,2009/2010,Alemannia Aachen,Aachen,34,43,11,13,10,37,41,-4
2. Bundesliga,2009/2010,Rot-Weiss Oberhausen,Oberhausen,34,41,12,17,5,38,52,-14
2. Bundesliga,2009/2010,FSV Frankfurt,FSV Frankfurt,34,38,9,14,11,29,50,-21
2. Bundesliga,2009/2010,FC Hansa Rostock,Rostock,34,36,10,18,6,33,45,-12
2. Bundesliga,2009/2010,TuS Koblenz,,34,31,7,17,10,35,60,-25
2. Bundesliga,2009/2010,Rot-Weiss Ahlen,Ahlen,34,22,5,22,7,19,55,-36
2. Bundesliga,2010/2011,Hertha BSC,Hertha,34,74,23,6,5,69,28,41
2. Bundesliga,2010/2011,FC Augsburg,Augsburg,34,65,19,7,8,58,27,31
2. Bundesliga,2010/2011,VfL Bochum,Bochum,34,65,20,9,5,49,35,14
2. Bundesliga,2010/2011,SpVgg Greuther Fürth,Fürth,34,61,17,7,10,47,27,20
2. Bundesliga,2010/2011,Erzgebirge Aue,Aue,34,56,16,10,8,40,37,3
2. Bundesliga,2010/2011,FC Energie Cottbus,Cottbus,34,55,16,11,7,65,52,13
2. Bundesliga,2010/2011,Fortuna Düsseldorf,Düsseldorf,34,53,16,13,5,49,39,10
2. Bundesliga,2010/2011,MSV Duisburg,Duisburg,34,52,15,12,7,53,38,15
2. Bundesliga,2010/2011,TSV 1860 München,1860 München,34,52,14,10,10,50,36,14
2. Bundesliga,2010/2011,Alemannia Aachen,Aachen,34,48,13,12,9,58,60,-2
2. Bundesliga,2010/2011,1. FC Union Berlin,Union Berlin,34,42,11,14,9,39,45,-6
2. Bundesliga,2010/2011,SC Paderborn 07,Paderborn,34,39,10,15,9,32,47,-15
2. Bundesliga,2010/2011,FSV Frankfurt,FSV Frankfurt,34,38,11,18,5,42,54,-12
2. Bundesliga,2010/2011,FC Ingolstadt 04,Ingolstadt,34,37,9,15,10,40,46,-6
2. Bundesliga,2010/2011,Karlsruher SC,Karlsruhe,34,33,8,17,9,46,72,-26
2. Bundesliga,2010/2011,VfL Osnabrück,Osnabrück,34,31,8,19,7,40,62,-22
2. Bundesliga,2010/2011,Rot-Weiss Oberhausen,Oberhausen,34,28,7,20,7,30,65,-35
2. Bundesliga,2010/2011,Arminia Bielefeld,Bielefeld,34,20,4,22,8,28,65,-37
2. Bundesliga,2011/2012,SpVgg Greuther Fürth,Fürth,34,70,20,4,10,73,27,46
2. Bundesliga,2011/2012,Eintracht Frankfurt,Frankfurt,34,68,20,6,8,76,33,43
2. Bundesliga,2011/2012,Fortuna Düsseldorf,Düsseldorf,34,62,16,4,14,64,35,29
2. Bundesliga,2011/2012,FC St. Pauli,St. Pauli,34,62,18,8,8,59,34,25
2. Bundesliga,2011/2012,SC Paderborn 07,Paderborn,34,61,17,7,10,51,42,9
2. Bundesliga,2011/2012,TSV 1860 München,1860 München,34,57,17,11,6,62,46,16
2. Bundesliga,2011/2012,1. FC Union Berlin,Union Berlin,34,48,14,14,6,55,58,-3
2. Bundesliga,2011/2012,Eintracht Braunschweig,Braunschweig,34,45,10,9,15,37,35,2
2. Bundesliga,2011/2012,SG Dynamo Dresden,Dresden,34,45,12,13,9,50,52,-2
2. Bundesliga,2011/2012,MSV Duisburg,Duisburg,34,39,10,15,9,42,47,-5
2. Bundesliga,2011/2012,VfL Bochum,Bochum,34,37,10,17,7,41,55,-14
2. Bundesliga,2011/2012,FC Ingolstadt 04,Ingolstadt,34,37,8,13,13,43,58,-15
2. Bundesliga,2011/2012,FSV Frankfurt,FSV Frankfurt,34,35,7,13,14,43,59,-16
2. Bundesliga,2011/2012,FC Energie Cottbus,Cottbus,34,35,8,15,11,30,49,-19
2. Bundesliga,2011/2012,Erzgebirge Aue,Aue,34,35,8,15,11,31,55,-24
2. Bundesliga,2011/2012,Karlsruher SC,Karlsruhe,34,33,9,19,6,34,60,-26
2. Bundesliga,2011/2012,Alemannia Aachen,Aachen,34,31,6,15,13,30,47,-17
2. Bundesliga,2011/2012,FC Hansa Rostock,Rostock,34,27,5,17,12,34,63,-29
2. Bundesliga,2012/2013,Hertha BSC,Hertha,34,76,22,2,10,65,28,37
2. Bundesliga,2012/2013,Eintracht Braunschweig,Braunschweig,34,67,19,5,10,52,34,18
2. Bundesliga,2012/2013,1. FC Kaiserslautern,Kaiserslautern,34,58,15,6,13,55,33,22
2. Bundesliga,2012/2013,FSV Frankfurt,FSV Frankfurt,34,54,16,12,6,55,45,10
2. Bundesliga,2012/2013,1. FC Köln,Köln,34,54,14,8,12,43,33,10
2. Bundesliga,2012/2013,TSV 1860 München,1860 München,34,49,12,9,13,39,31,8
2. Bundesliga,2012/2013,1. FC Union Berlin,Union Berlin,34,49,13,11,10,50,49,1
2. Bundesliga,2012/2013,FC Energie Cottbus,Cottbus,34,48,12,10,12,41,36,5
2. Bundesliga,2012/2013,VfR Aalen,Aalen,34,46,12,12,10,40,39,1
2. Bundesliga,2012/2013,FC St. Pauli,St. Pauli,34,43,11,13,10,44,47,-3
2. Bundesliga,2012/2013,MSV Duisburg,Duisburg,34,43,11,13,10,37,49,-12
2. Bundesliga,2012/2013,SC Paderborn 07,Paderborn,34,42,11,14,9,45,45,0
2. Bundesliga,2012/2013,FC Ingolstadt 04,Ingolstadt,34,42,10,12,12,36,43,-7
2. Bundesliga,2012/2013,VfL Bochum,Bochum,34,38,10,16,8,40,52,-12
2. Bundesliga,2012/2013,FC Erzgebirge Aue,,34,37,9,15,10,39,46,-7
2. Bundesliga,2012/2013,SG Dynamo Dresden,Dresden,34,37,9,15,10,35,49,-14
2. Bundesliga,2012/2013,SV Sandhausen,Sandhausen,34,26,6,20,8,38,66,-28
2. Bundesliga,2012/2013,Jahn Regensburg,Regensburg,34,19,4,23,7,36,65,-29
2. Bundesliga,2013/2014,1. FC Köln,Köln,34,68,19,4,11,53,20,33
2. Bundesliga,2013/2014,SC Paderborn 07,Paderborn,34,62,18,8,8,63,48,15
2. Bundesliga,2013/2014,SpVgg Greuther Fürth,Fürth,34,60,17,8,9,64,38,26
2. Bundesliga,2013/2014,1. FC Kaiserslautern,Kaiserslautern,34,54,15,10,9,55,39,16
2. Bundesliga,2013/2014,Karlsruher SC,Karlsruhe,34,50,12,8,14,47,34,13
2. Bundesliga,2013/2014,Fortuna Düsseldorf,Düsseldorf,34,50,13,10,11,45,44,1
2. Bundesliga,2013/2014,TSV 1860 München,1860 München,34,48,13,12,9,38,41,-3
2. Bundesliga,2013/2014,FC St. Pauli,St. Pauli,34,48,13,12,9,44,49,-5
2. Bundesliga,2013/2014,1. FC Union Berlin,Union Berlin,34,44,11,12,11,48,47,1
2. Bundesliga,2013/2014,FC Ingolstadt 04,Ingolstadt,34,44,11,12,11,34,33,1
2. Bundesliga,2013/2014,VfR Aalen,Aalen,34,44,11,12,11,36,39,-3
2. Bundesliga,2013/2014,SV Sandhausen,Sandhausen,34,44,12,14,8,29,35,-6
2. Bundesliga,2013/2014,FSV Frankfurt,FSV Frankfurt,34,41,11,15,8,46,51,-5
2. Bundesliga,2013/2014,FC Erzgebirge Aue,,34,41,11,15,8,42,54,-12
2. Bundesliga,2013/2014,VfL Bochum,Bochum,34,40,11,16,7,30,43,-13
2. Bundesliga,2013/2014,Arminia Bielefeld,Bielefeld,34,35,9,17,8,40,58,-18
2. Bundesliga,2013/2014,SG Dynamo Dresden,Dresden,34,32,5,12,17,36,53,-17
2. Bundesliga,2013/2014,FC Energie Cottbus,Cottbus,34,25,6,21,7,35,59,-24
2. Bundesliga,2014/2015,FC Ingolstadt 04,Ingolstadt,34,64,17,4,13,53,31,22
2. Bundesliga,2014/2015,SV Darmstadt 98,Darmstadt,34,59,15,5,14,44,26,18
2. Bundesliga,2014/2015,Karlsruher SC,Karlsruhe,34,58,15,6,13,46,26,20
2. Bundesliga,2014/2015,1. FC Kaiserslautern,Kaiserslautern,34,56,14,6,14,45,31,14
2. Bundesliga,2014/2015,RB Leipzig,Leipzig,34,50,13,10,11,39,31,8
2. Bundesliga,2014/2015,Eintracht Braunschweig,Braunschweig,34,50,15,14,5,44,41,3
2. Bundesliga,2014/2015,1. FC Union Berlin,Union Berlin,34,47,12,11,11,46,51,-5
2. Bundesliga,2014/2015,1. FC Heidenheim 1846,Heidenheim,34,46,12,12,10,49,44,5
2. Bundesliga,2014/2015,1. FC Nürnberg,Nürnberg,34,45,13,15,6,42,47,-5
2. Bundesliga,2014/2015,Fortuna Düsseldorf,Düsseldorf,34,44,11,12,11,48,52,-4
2. Bundesliga,2014/2015,VfL Bochum,Bochum,34,42,9,10,15,52,55,-3
2. Bundesliga,2014/2015,SV Sandhausen,Sandhausen,34,42,10,12,12,32,37,-5
2. Bundesliga,2014/2015,FSV Frankfurt,FSV Frankfurt,34,39,10,15,9,41,53,-12
2. Bundesliga,2014/2015,SpVgg Greuther Fürth,Fürth,34,37,8,13,13,34,42,-8
2. Bundesliga,2014/2015,FC St. Pauli,St. Pauli,34,37,10,17,7,40,51,-11
2. Bundesliga,2014/2015,TSV 1860 München,1860 München,34,36,9,16,9,41,51,-10
2. Bundesliga,2014/2015,Erzgebirge Aue,Aue,34,36,9,16,9,32,47,-15
2. Bundesliga,2014/2015,VfR Aalen,Aalen,34,33,7,15,12,34,46,-12
2. Bundesliga,2015/2016,SC Freiburg,Freiburg,34,72,22,6,6,75,39,36
2. Bundesliga,2015/2016,RB Leipzig,Leipzig,34,67,20,7,7,54,32,22
2. Bundesliga,2015/2016,1. FC Nürnberg,Nürnberg,34,65,19,7,8,68,41,27
2. Bundesliga,2015/2016,FC St. Pauli,St. Pauli,34,53,15,11,8,45,39,6
2. Bundesliga,2015/2016,VfL Bochum,Bochum,34,51,13,9,12,56,40,16
2. Bundesliga,2015/2016,1. FC Union Berlin,Union Berlin,34,49,13,11,10,56,50,6
2. Bundesliga,2015/2016,Karlsruher SC,Karlsruhe,34,47,12,11,11,35,37,-2
2. Bundesliga,2015/2016,Eintracht Braunschweig,Braunschweig,34,46,12,12,10,44,38,6
2. Bundesliga,2015/2016,SpVgg Greuther Fürth,Fürth,34,46,13,14,7,49,55,-6
2. Bundesliga,2015/2016,1. FC Kaiserslautern,Kaiserslautern,34,45,12,13,9,49,47,2
2. Bundesliga,2015/2016,1. FC Heidenheim 1846,Heidenheim,34,45,11,11,12,42,40,2
2. Bundesliga,2015/2016,SV Sandhausen,Sandhausen,34,43,12,15,7,40,50,-10
2. Bundesliga,2015/2016,Arminia Bielefeld,Bielefeld,34,42,8,8,18,38,39,-1
2. Bundesliga,2015/2016,Fortuna Düsseldorf,Düsseldorf,34,35,9,17,8,32,47,-15
2. Bundesliga,2015/2016,TSV 1860 München,1860 München,34,34,8,16,10,32,46,-14
2. Bundesliga,2015/2016,MSV Duisburg,Duisburg,34,32,7,16,11,32,54,-22
2. Bundesliga,2015/2016,FSV Frankfurt,FSV Frankfurt,34,32,8,18,8,33,59,-26
2. Bundesliga,2015/2016,SC Paderborn 07,Paderborn,34,28,6,18,10,28,55,-27
2. Bundesliga,2016/2017,VfB Stuttgart,Stuttgart,34,69,21,7,6,63,37,26
2. Bundesliga,2016/2017,Hannover 96,Hannover,34,67,19,5,10,51,32,19
2. Bundesliga,2016/2017,Eintracht Braunschweig,Braunschweig,34,66,19,6,9,50,36,14
2. Bundesliga,2016/2017,1. FC Union Berlin,Union Berlin,34,60,18,10,6,51,39,12
2. Bundesliga,2016/2017,SG Dynamo Dresden,Dresden,34,50,13,10,11,53,46,7
2. Bundesliga,2016/2017,1. FC Heidenheim 1846,Heidenheim,34,46,12,12,10,43,39,4
2. Bundesliga,2016/2017,FC St. Pauli,St. Pauli,34,45,12,13,9,39,35,4
2. Bundesliga,2016/2017,SpVgg Greuther Fürth,Fürth,34,45,12,13,9,33,40,-7
2. Bundesliga,2016/2017,VfL Bochum,Bochum,34,44,10,10,14,42,47,-5
2. Bundesliga,2016/2017,SV Sandhausen,Sandhausen,34,42,10,12,12,41,36,5
2. Bundesliga,2016/2017,Fortuna Düsseldorf,Düsseldorf,34,42,10,12,12,37,39,-2
2. Bundesliga,2016/2017,1. FC Nürnberg,Nürnberg,34,42,12,16,6,46,52,-6
2. Bundesliga,2016/2017,1. FC Kaiserslautern,Kaiserslautern,34,41,10,13,11,29,33,-4
2. Bundesliga,2016/2017,Erzgebirge Aue,Aue,34,39,10,15,9,37,52,-15
2. Bundesliga,2016/2017,Arminia Bielefeld,Bielefeld,34,37,8,13,13,50,54,-4
2. Bundesliga,2016/2017,TSV 1860 München,1860 München,34,36,10,18,6,37,47,-10
2. Bundesliga,2016/2017,FC Kickers Würzburg,Würzburg,34,34,7,14,13,32,41,-9
2. Bundesliga,2016/2017,Karlsruher SC,Karlsruhe,34,25,5,19,10,27,56,-29
2. Bundesliga,2017/2018,Fortuna Düsseldorf,Düsseldorf,34,63,19,9,6,57,44,13
2. Bundesliga,2017/2018,1. FC Nürnberg,Nürnberg,34,60,17,8,9,61,39,22
2. Bundesliga,2017/2018,Holstein Kiel,Kiel,34,56,14,6,14,71,44,27
2. Bundesliga,2017/2018,Arminia Bielefeld,Bielefeld,34,48,12,10,12,51,47,4
2. Bundesliga,2017/2018,Jahn Regensburg,Regensburg,34,48,14,14,6,53,53,0
2. Bundesliga,2017/2018,VfL Bochum,Bochum,34,48,13,12,9,37,40,-3
2. Bundesliga,2017/2018,MSV Duisburg,Duisburg,34,48,13,12,9,52,56,-4
2. Bundesliga,2017/2018,1. FC Union Berlin,Union Berlin,34,47,12,11,11,54,46,8
2. Bundesliga,2017/2018,FC Ingolstadt 04,Ingolstadt,34,45,12,13,9,47,45,2
2. Bundesliga,2017/2018,SV Darmstadt 98,Darmstadt,34,43,10,11,13,47,45,2
2. Bundesliga,2017/2018,SV Sandhausen,Sandhausen,34,43,11,13,10,35,33,2
2. Bundesliga,2017/2018,FC St. Pauli,St. Pauli,34,43,11,13,10,35,48,-13
2. Bundesliga,2017/2018,1. FC Heidenheim 1846,Heidenheim,34,42,11,14,9,50,56,-6
2. Bundesliga,2017/2018,SG Dynamo Dresden,Dresden,34,41,11,15,8,42,52,-10
2. Bundesliga,2017/2018,SpVgg Greuther Fürth,Fürth,34,40,10,14,10,37,48,-11
2. Bundesliga,2017/2018,Erzgebirge Aue,Aue,34,40,10,14,10,35,49,-14
2. Bundesliga,2017/2018,Eintracht Braunschweig,Braunschweig,34,39,8,11,15,37,43,-6
2. Bundesliga,2017/2018,1. FC Kaiserslautern,Kaiserslautern,34,35,9,17,8,42,55,-13
2. Bundesliga,2018/2019,1. FC Köln,Köln,34,63,19,9,6,84,47,37
2. Bundesliga,2018/2019,SC Paderborn 07,Paderborn,34,57,16,9,9,76,50,26
2. Bundesliga,2018/2019,1. FC Union Berlin,Union Berlin,34,57,14,5,15,54,33,21
2. Bundesliga,2018/2019,Hamburger SV,HSV,34,56,16,10,8,45,42,3
2. Bundesliga,2018/2019,1. FC Heidenheim 1846,Heidenheim,34,55,15,9,10,55,45,10
2. Bundesliga,2018/2019,Holstein Kiel,Kiel,34,49,13,11,10,60,51,9
2. Bundesliga,2018/2019,Arminia Bielefeld,Bielefeld,34,49,13,11,10,52,50,2
2. Bundesliga,2018/2019,Jahn Regensburg,Regensburg,34,49,12,9,13,55,54,1
2. Bundesliga,2018/2019,FC St. Pauli,St. Pauli,34,49,14,13,7,46,53,-7
2. Bundesliga,2018/2019,SV Darmstadt 98,Darmstadt,34,46,13,14,7,45,53,-8
2. Bundesliga,2018/2019,VfL Bochum,Bochum,34,44,11,12,11,49,50,-1
2. Bundesliga,2018/2019,SG Dynamo Dresden,Dresden,34,42,11,14,9,41,48,-7
2. Bundesliga,2018/2019,SpVgg Greuther Fürth,Fürth,34,42,10,12,12,37,56,-19
2. Bundesliga,2018/2019,Erzgebirge Aue,Aue,34,40,11,16,7,43,47,-4
2. Bundesliga,2018/2019,SV Sandhausen,Sandhausen,34,38,9,14,11,45,52,-7
2. Bundesliga,2018/2019,FC Ingolstadt 04,Ingolstadt,34,35,9,17,8,43,55,-12
2. Bundesliga,2018/2019,1. FC Magdeburg,Magdeburg,34,31,6,15,13,35,53,-18
2. Bundesliga,2018/2019,MSV Duisburg,Duisburg,34,28,6,18,10,39,65,-26
2. Bundesliga,2019/2020,Arminia Bielefeld,Bielefeld,34,68,18,2,14,65,30,35
2. Bundesliga,2019/2020,VfB Stuttgart,Stuttgart,34,58,17,10,7,62,41,21
2. Bundesliga,2019/2020,1. FC Heidenheim 1846,Heidenheim,34,55,15,9,10,45,36,9
2. Bundesliga,2019/2020,Hamburger SV,HSV,34,54,14,8,12,62,46,16
2. Bundesliga,2019/2020,SV Darmstadt 98,Darmstadt,34,52,13,8,13,48,43,5
2. Bundesliga,2019/2020,Hannover 96,Hannover,34,48,13,12,9,54,49,5
2. Bundesliga,2019/2020,Erzgebirge Aue,Aue,34,47,13,13,8,46,47,-1
2. Bundesliga,2019/2020,VfL Bochum,Bochum,34,46,11,10,13,53,51,2
2. Bundesliga,2019/2020,SpVgg Greuther Fürth,Fürth,34,44,11,12,11,46,45,1
2. Bundesliga,2019/2020,Holstein Kiel,Kiel,34,43,11,13,10,53,56,-3
2. Bundesliga,2019/2020,SV Sandhausen,Sandhausen,34,43,10,11,13,42,45,-3
2. Bundesliga,2019/2020,Jahn Regensburg,Regensburg,34,43,11,13,10,50,56,-6
2. Bundesliga,2019/2020,VfL Osnabrück,Osnabrück,34,40,9,12,13,46,48,-2
2. Bundesliga,2019/2020,FC St. Pauli,St. Pauli,34,39,9,13,12,41,50,-9
2. Bundesliga,2019/2020,Karlsruher SC,Karlsruhe,34,37,8,13,13,45,56,-11
2. Bundesliga,2019/2020,1. FC Nürnberg,Nürnberg,34,37,8,13,13,45,58,-13
2. Bundesliga,2019/2020,SV Wehen Wiesbaden,Wiesbaden,34,34,9,18,7,45,65,-20
2. Bundesliga,2019/2020,SG Dynamo Dresden,Dresden,34,32,8,18,8,32,58,-26
2. Bundesliga,2020/2021,VfL Bochum,Bochum,34,67,21,9,4,66,39,27
2. Bundesliga,2020/2021,SpVgg Greuther Fürth,Fürth,34,64,18,6,10,69,44,25
2. Bundesliga,2020/2021,Holstein Kiel,Kiel,34,62,18,8,8,57,35,22
2. Bundesliga,2020/2021,Hamburger SV,HSV,34,58,16,8,10,71,44,27
2. Bundesliga,2020/2021,Fortuna Düsseldorf,Düsseldorf,34,56,16,10,8,55,46,9
2. Bundesliga,2020/2021,Karlsruher SC,Karlsruhe,34,52,14,10,10,51,44,7
2. Bundesliga,2020/2021,SV Darmstadt 98,Darmstadt,34,51,15,13,6,63,55,8
2. Bundesliga,2020/2021,1. FC Heidenheim 1846,Heidenheim,34,51,15,13,6,49,49,0
2. Bundesliga,2020/2021,SC Paderborn 07,Paderborn,34,47,12,11,11,53,45,8
2. Bundesliga,2020/2021,FC St. Pauli,St. Pauli,34,47,13,13,8,51,56,-5
2. Bundesliga,2020/2021,1. FC Nürnberg,Nürnberg,34,44,11,12,11,46,51,-5
2. Bundesliga,2020/2021,Erzgebirge Aue,Aue,34,44,12,14,8,44,53,-9
2. Bundesliga,2020/2021,Hannover 96,Hannover,34,42,12,16,6,53,51,2
2. Bundesliga,2020/2021,Jahn Regensburg,Regensburg,34,38,9,14,11,37,49,-12
2. Bundesliga,2020/2021,SV Sandhausen,Sandhausen,34,34,10,20,4,41,60,-19
2. Bundesliga,2020/2021,VfL Osnabrück,Osnabrück,34,33,9,19,6,35,58,-23
2. Bundesliga,2020/2021,Eintracht Braunschweig,Braunschweig,34,31,7,17,10,30,59,-29
2. Bundesliga,2020/2021,Würzburger Kickers,Würzburg,34,25,6,21,7,36,69,-33
2. Bundesliga,2021/2022,FC Schalke 04,Schalke,34,65,20,9,5,72,44,28
2. Bundesliga,2021/2022,Werder Bremen,Bremen,34,63,18,7,9,65,43,22
2. Bundesliga,2021/2022,Hamburger SV,HSV,34,60,16,6,12,67,35,32
2. Bundesliga,2021/2022,SV Darmstadt 98,Darmstadt,34,60,18,10,6,71,46,25
2. Bundesliga,2021/2022,FC St. Pauli,St. Pauli,34,57,16,9,9,61,46,15
2. Bundesliga,2021/2022,1. FC Heidenheim 1846,Heidenheim,34,52,15,12,7,43,45,-2
2. Bundesliga,2021/2022,SC Paderborn 07,Paderborn,34,51,13,9,12,56,44,12
2. Bundesliga,2021/2022,1. FC Nürnberg,Nürnberg,34,51,14,11,9,49,49,0
2. Bundesliga,2021/2022,Holstein Kiel,Kiel,34,45,12,13,9,46,54,-8
2. Bundesliga,2021/2022,Fortuna Düsseldorf,Düsseldorf,34,44,11,12,11,45,42,3
2. Bundesliga,2021/2022,Hannover 96,Hannover,34,42,11,14,9,35,49,-14
2. Bundesliga,2021/2022,Karlsruher SC,Karlsruhe,34,41,9,11,14,54,55,-1
2. Bundesliga,2021/2022,FC Hansa Rostock,Rostock,34,41,10,13,11,41,52,-11
2. Bundesliga,2021/2022,SV Sandhausen,Sandhausen,34,41,10,13,11,42,54,-12
2. Bundesliga,2021/2022,Jahn Regensburg,Regensburg,34,40,10,14,10,50,51,-1
2. Bundesliga,2021/2022,SG Dynamo Dresden,Dresden,34,32,7,16,11,33,46,-13
2. Bundesliga,2021/2022,Erzgebirge Aue,Aue,34,26,6,20,8,32,72,-40
