League,Season,Match_Day,Team,Player_Firstname,Player_Surname,Match_Minute,Game_Score,is_Penalty,is_Own_Goal,is_Overtime
2. Bundesliga,2009/2010,2. Spieltag,FC Energie Cottbus,,Jula,59,1:2,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,MSV Duisburg,,Bodzek,83,2:2,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,FC Hansa Rostock,,Jänicke,8,1:0,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,TSV 1860 München,,Lauth,19,1:1,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,FC Hansa Rostock,,Bartels,79,2:1,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,1. FC Union Berlin,,Sahin,76,1:0,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,1. FC Kaiserslautern,,rodney,12,0:1,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,Rot-Weiss Oberhausen,,König,27,0:1,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,FC Augsburg,,Szabics,48,1:1,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,FC Augsburg,,Traore,64,2:1,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,Rot-Weiss Oberhausen,,König,79,2:2,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,Arminia Bielefeld,,Federico,60,0:1,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,Arminia Bielefeld,,Janjic,73,0:2,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,TuS Koblenz,,Kuqi,80,1:2,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,TuS Koblenz,,Lense,83,2:2,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,TuS Koblenz,,Kuqi,86,3:2,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,FC St. Pauli,,Ebbers,24,0:1,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,FC St. Pauli,,Ebbers,28,0:2,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,FC St. Pauli,,Naki,35,0:3,False,False,False
2. Bundesliga,2009/2010,2. Spieltag,FC St. Pauli,F.,Bruns,39,0:4,True,False,False
2. Bundesliga,2009/2010,2. Spieltag,FC St. Pauli,,Hennings,86,0:5,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,1. FC Union Berlin,,Mosquera,33,1:0,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,Fortuna Düsseldorf,,Jovanovic,38,1:0,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,FC Augsburg,,Thurk,53,0:1,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,Arminia Bielefeld,,Katongo,57,1:1,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,FC Augsburg,,Traore,74,1:2,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,FC St. Pauli,,Bruns,13,1:0,True,False,False
2. Bundesliga,2009/2010,3. Spieltag,MSV Duisburg,,Kouemaha,16,1:1,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,FC St. Pauli,,Takyi,27,2:1,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,MSV Duisburg,,Wagner,59,2:2,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,FC Energie Cottbus,,Shao,16,1:0,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,SpVgg Greuther Fürth,,Allagui,37,1:1,True,False,False
2. Bundesliga,2009/2010,3. Spieltag,SpVgg Greuther Fürth,,Allagui,44,1:2,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,SpVgg Greuther Fürth,,Ghasemi-Nobakht,63,1:3,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,Alemannia Aachen,,Gueye,17,0:1,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,1. FC Kaiserslautern,,Gueye,72,1:1,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,Rot-Weiss Oberhausen,,Stoppelkamp,63,1:0,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,Rot-Weiss Oberhausen,,Kaya,89,2:0,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,TSV 1860 München,,Cooper,18,1:0,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,Karlsruher SC,,Timm,19,1:1,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,Karlsruher SC,,Krebs,59,1:2,False,False,False
2. Bundesliga,2009/2010,3. Spieltag,Karlsruher SC,S.,Langkamp,72,1:3,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,FC St. Pauli,M.,Lehmann,26,0:1,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,FC St. Pauli,,Lehmann,55,0:2,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,FC St. Pauli,,Hennings,69,0:3,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,FC St. Pauli,,Ebbers,74,0:4,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,FC Energie Cottbus,,Jula,18,0:1,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,FC Energie Cottbus,,Shao,46,0:2,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,SpVgg Greuther Fürth,Y.,Mokhtari,43,1:0,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,SpVgg Greuther Fürth,,Nöthe,49,2:0,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,Arminia Bielefeld,,Fort,56,2:1,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,Arminia Bielefeld,,Fort,58,2:2,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,Arminia Bielefeld,,Katongo,80,2:3,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,Arminia Bielefeld,,Federico,87,2:4,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,Rot-Weiss Oberhausen,,Terranova,18,0:1,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,Alemannia Aachen,B.,Auer,14,1:0,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,Alemannia Aachen,,Junglas,34,2:0,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,Alemannia Aachen,B.,Auer,89,3:0,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,1. FC Union Berlin,,Sahin,59,0:1,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,1. FC Union Berlin,,Werner,76,0:2,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,MSV Duisburg,,Tararache,43,1:0,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,MSV Duisburg,,Tiffert,52,2:0,False,False,False
2. Bundesliga,2009/2010,4. Spieltag,MSV Duisburg,,Wagner,61,3:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,Arminia Bielefeld,,Federico,68,1:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,Arminia Bielefeld,,Katongo,79,2:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,FC Augsburg,,Thurk,37,0:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,Fortuna Düsseldorf,,Weber,84,1:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,1. FC Kaiserslautern,,Amedick,27,1:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,1. FC Kaiserslautern,,Sam,50,2:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,1. FC Kaiserslautern,,Jendrisek,57,3:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,1. FC Kaiserslautern,,Nemec,67,4:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,MSV Duisburg,,Rodnei,85,4:1,False,True,False
2. Bundesliga,2009/2010,5. Spieltag,TSV 1860 München,,Holebas,51,1:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,TSV 1860 München,,Lauth,74,2:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,SpVgg Greuther Fürth,,Haas,89,2:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,TSV 1860 München,,Ludwig,90,3:1,True,False,False
2. Bundesliga,2009/2010,5. Spieltag,FC Hansa Rostock,,Retov,9,1:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,TuS Koblenz,S.,Kuqi,29,1:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,FC Hansa Rostock,,Schied,45,2:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,Rot-Weiss Oberhausen,,Terranova,59,1:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,FC St. Pauli,,Ebbers,1,0:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,FSV Frankfurt,,Cenci,3,1:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,FSV Frankfurt,,Gunesch,18,2:1,False,True,False
2. Bundesliga,2009/2010,5. Spieltag,FC St. Pauli,,Takyi,69,2:2,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,FC St. Pauli,M.,Lehmann,75,2:3,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,1. FC Union Berlin,,Mosquera,9,1:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,1. FC Union Berlin,,Benyamina,13,2:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,1. FC Union Berlin,,Mosquera,24,3:0,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,SC Paderborn 07,,Manno,34,3:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,SC Paderborn 07,,Saglik,44,3:2,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,1. FC Union Berlin,,Benyamina,47,4:2,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,SC Paderborn 07,,Brandy,85,4:3,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,1. FC Union Berlin,,Sahin,89,5:3,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,SC Paderborn 07,,Saglik,90,5:4,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,Karlsruher SC,,Langkamp,19,0:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,FC Energie Cottbus,,Shao,36,1:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,FC Energie Cottbus,,Shao,43,2:1,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,Karlsruher SC,,Timm,53,2:2,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,Karlsruher SC,,Stindl,65,2:3,False,False,False
2. Bundesliga,2009/2010,5. Spieltag,Karlsruher SC,,Iashvili,90,2:4,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Karlsruher SC,M.,Langkamp,23,1:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Karlsruher SC,,Iaschwili,75,2:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Arminia Bielefeld,,Kirch,35,0:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Arminia Bielefeld,,Federico,66,0:2,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Arminia Bielefeld,,Federico,69,0:3,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,TuS Koblenz,S.,Kuqi,12,1:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,1. FC Union Berlin,,Mattuschka,78,1:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,FC Energie Cottbus,,Angelow,15,0:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,SC Paderborn 07,,Saglik,17,1:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,SC Paderborn 07,,Manno,27,2:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,SC Paderborn 07,,Brückner,41,3:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,SC Paderborn 07,,Brandy,85,4:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,SC Paderborn 07,,Löning,88,5:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,SpVgg Greuther Fürth,,Prib,17,1:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,SpVgg Greuther Fürth,,Nöthe,50,2:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,SpVgg Greuther Fürth,,Nöthe,62,3:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,SpVgg Greuther Fürth,,Mauersberger,73,4:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Fortuna Düsseldorf,,Lambertz,1,0:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Fortuna Düsseldorf,,Jovanovic,14,0:2,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Rot-Weiss Ahlen,,Bröker,23,1:2,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Fortuna Düsseldorf,,Bulykin,57,1:3,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Fortuna Düsseldorf,,Gaus,79,1:4,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Alemannia Aachen,B.,Auer,44,1:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,Alemannia Aachen,B.,Auer,90,2:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,1. FC Kaiserslautern,,Amedick,45,0:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,1. FC Kaiserslautern,,Nemec,70,0:2,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,FC St. Pauli,,Bruns,84,1:2,True,False,False
2. Bundesliga,2009/2010,6. Spieltag,FC Augsburg,,Traore,4,1:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,FC Augsburg,,Thurk,22,2:0,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,FC Hansa Rostock,,Schied,43,2:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,FC Augsburg,,Thurk,66,3:1,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,FC Hansa Rostock,,Jänicke,70,3:2,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,FC Augsburg,,Buck,76,4:2,False,False,False
2. Bundesliga,2009/2010,6. Spieltag,FC Augsburg,,Brinkmann,86,5:2,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,FC Energie Cottbus,,Sokolenko,6,1:0,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,FC Energie Cottbus,,Jula,45,2:0,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,FC Energie Cottbus,,Radu,65,3:0,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,Rot-Weiss Oberhausen,,Schmidtgal,6,1:0,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,Rot-Weiss Ahlen,,Reichwein,5,0:1,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,1. FC Union Berlin,,Mattuschka,24,1:1,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,1. FC Union Berlin,,Benyamina,42,2:1,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,Arminia Bielefeld,,Federico,3,1:0,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,1. FC Kaiserslautern,,Rodnei,42,1:0,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,1. FC Kaiserslautern,,Schulz,52,2:0,True,False,False
2. Bundesliga,2009/2010,7. Spieltag,TuS Koblenz,,Kuqi,11,0:1,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,FC Augsburg,,Thurk,68,1:1,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,FC Hansa Rostock,,Jänicke,45,1:0,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,FC Hansa Rostock,,Langen,51,2:0,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,FC Hansa Rostock,,Bartels,65,3:0,False,False,False
2. Bundesliga,2009/2010,7. Spieltag,FC Hansa Rostock,,Schröck,75,4:0,False,True,False
2. Bundesliga,2009/2010,8. Spieltag,Alemannia Aachen,,Auer,9,1:0,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,FC Energie Cottbus,,Fandrich,80,1:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,MSV Duisburg,,Larsen,28,1:0,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,MSV Duisburg,,Larsen,48,2:0,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,1. FC Union Berlin,,Biran,82,2:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,MSV Duisburg,,Larsen,84,3:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,Rot-Weiss Oberhausen,,König,52,0:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,Fortuna Düsseldorf,,Harnik,24,0:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,SpVgg Greuther Fürth,,Allagui,49,1:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,SpVgg Greuther Fürth,,Müller,85,2:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,FC Augsburg,,Thurk,11,0:1,True,False,False
2. Bundesliga,2009/2010,8. Spieltag,SC Paderborn 07,,Saglik,21,1:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,SC Paderborn 07,,Brückner,30,2:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,FC Augsburg,,Thurk,59,2:2,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,FC St. Pauli,,Rothenbach,29,1:0,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,FC St. Pauli,,Ebbers,58,2:0,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,TSV 1860 München,,Mlapa,89,2:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,FC St. Pauli,,Naki,90,3:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,FC Hansa Rostock,,Sebastian,53,0:1,True,False,False
2. Bundesliga,2009/2010,8. Spieltag,FC Hansa Rostock,,Sebastian,58,0:2,True,False,False
2. Bundesliga,2009/2010,8. Spieltag,FSV Frankfurt,,Kujabi,1,1:0,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,1. FC Kaiserslautern,,Jendrisek,45,1:1,False,False,False
2. Bundesliga,2009/2010,8. Spieltag,Arminia Bielefeld,,Fort,43,0:1,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,Arminia Bielefeld,,Janjic,33,1:0,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,Rot-Weiss Oberhausen,,Stoppelkamp,40,1:0,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,FC St. Pauli,,Ebbers,60,1:1,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,FC St. Pauli,F.,Bruns,73,1:2,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,FC St. Pauli,M.,Kruse,90,1:3,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,FC Energie Cottbus,,Kweuke,26,1:0,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,1. FC Kaiserslautern,,Ilicevic,45,1:1,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,1. FC Kaiserslautern,,Paljic,54,1:2,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,TSV 1860 München,,Holebas,5,1:0,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,TSV 1860 München,,Miapa,50,2:0,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,MSV Duisburg,,Larsen,61,2:1,False,False,False
2. Bundesliga,2009/2010,9. Spieltag,TSV 1860 München,,Lauth,88,3:1,False,False,False
2. Bundesliga,2009/2010,10. Spieltag,MSV Duisburg,,Fahrenhorst,23,1:0,False,False,False
2. Bundesliga,2009/2010,10. Spieltag,MSV Duisburg,,Ben-Hatira,29,2:0,False,False,False
2. Bundesliga,2009/2010,10. Spieltag,MSV Duisburg,,Yankov,43,3:0,False,False,False
2. Bundesliga,2009/2010,10. Spieltag,FC Hansa Rostock,,Retov,70,3:1,False,False,False
2. Bundesliga,2009/2010,11. Spieltag,MSV Duisburg,,Larsen,9,0:1,False,False,False
2. Bundesliga,2009/2010,11. Spieltag,MSV Duisburg,,Soares,34,0:2,False,False,False
2. Bundesliga,2009/2010,11. Spieltag,MSV Duisburg,,Caiuby,45,0:3,False,False,False
2. Bundesliga,2009/2010,12. Spieltag,MSV Duisburg,,Caiuby,15,1:0,False,False,False
2. Bundesliga,2009/2010,12. Spieltag,MSV Duisburg,,Fahrenhorst,21,2:0,False,False,False
2. Bundesliga,2009/2010,12. Spieltag,Rot-Weiss Ahlen,,Busch,51,2:1,False,False,False
2. Bundesliga,2009/2010,12. Spieltag,Rot-Weiss Ahlen,,Döring,89,2:2,False,False,False
2. Bundesliga,2009/2010,13. Spieltag,FC Energie Cottbus,,Jula,58,0:1,False,False,False
2. Bundesliga,2009/2010,13. Spieltag,Fortuna Düsseldorf,,Harnik,64,1:1,False,False,False
2. Bundesliga,2009/2010,13. Spieltag,Fortuna Düsseldorf,,Harnik,86,2:1,False,False,False
2. Bundesliga,2009/2010,13. Spieltag,TSV 1860 München,Charilaos,Pappas,82,0:1,False,False,False
2. Bundesliga,2009/2010,13. Spieltag,MSV Duisburg,,Adler,62,0:1,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,Karlsruher SC,,Stindl,48,1:0,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,Karlsruher SC,,Fink,62,2:0,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,TuS Koblenz,Njazi,Kuqi,74,2:1,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,Rot-Weiss Ahlen,,Wiemann,16,0:1,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,Rot-Weiss Ahlen,,Gorschlüter,40,0:2,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,FC Hansa Rostock,,Fillinger,21,0:1,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,FC Augsburg,,Brinkmann,24,0:1,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,FC Augsburg,,Traore,65,0:2,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,MSV Duisburg,,Tiffert,74,1:2,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,MSV Duisburg,,Tiffert,79,2:2,True,False,False
2. Bundesliga,2009/2010,14. Spieltag,SC Paderborn 07,,Saglik,31,1:0,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,FC St. Pauli,,Ebbers,9,1:0,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,FC St. Pauli,,Kalla,14,2:0,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,FC St. Pauli,,Kruse,39,3:0,False,False,False
2. Bundesliga,2009/2010,14. Spieltag,1. FC Kaiserslautern,,Sam,73,1:0,False,False,False
2. Bundesliga,2009/2010,15. Spieltag,SC Paderborn 07,,Saglik,5,1:0,False,False,False
2. Bundesliga,2009/2010,15. Spieltag,MSV Duisburg,,Grlic,44,1:1,False,False,False
2. Bundesliga,2009/2010,15. Spieltag,MSV Duisburg,,Grlic,65,1:2,False,False,False
2. Bundesliga,2009/2010,15. Spieltag,MSV Duisburg,,Grlic,79,1:3,False,False,False
2. Bundesliga,2009/2010,16. Spieltag,MSV Duisburg,,Grlic,22,0:1,False,False,False
2. Bundesliga,2009/2010,17. Spieltag,Alemannia Aachen,,Gueye,23,0:1,False,False,False
2. Bundesliga,2009/2010,17. Spieltag,Alemannia Aachen,,Gueye,78,0:2,False,False,False
2. Bundesliga,2009/2010,17. Spieltag,FC Hansa Rostock,,Bülow,13,1:0,False,False,False
2. Bundesliga,2009/2010,17. Spieltag,Fortuna Düsseldorf,,Harnik,49,1:1,False,False,False
2. Bundesliga,2009/2010,17. Spieltag,FC Hansa Rostock,,Schlitte,78,2:1,False,False,False
2. Bundesliga,2009/2010,17. Spieltag,FC Augsburg,,Hain,2,1:0,False,False,False
2. Bundesliga,2009/2010,17. Spieltag,FC Augsburg,,Ndjeng,31,2:0,False,False,False
2. Bundesliga,2009/2010,17. Spieltag,1. FC Kaiserslautern,,Jendrisek,69,2:1,False,False,False
2. Bundesliga,2009/2010,17. Spieltag,FC Augsburg,,Thurk,76,3:1,False,False,False
2. Bundesliga,2009/2010,17. Spieltag,FC Augsburg,,Torghelle,92,4:1,False,False,False
