League,Season,Matchday,Match_Date,Match_Time,Home_Team,Home_Team_Short,Guest_Team,Guest_Team_Short,Home_Goals,Guest_Goals,Home_Points,Guest_Points,Location,Stadium,Viewers
2. Bundesliga,2006/2007,10. Spieltag,2006-11-03,18:00:00,FC Hansa Rostock,Rostock,FC Carl Zeiss Jena,Jena,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,10. Spieltag,2006-11-03,18:00:00,TSV 1860 München,1860 München,Rot-Weiss Essen,Rot-Weiss Essen,2,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,10. Spieltag,2006-11-03,18:00:00,SpVgg Unterhaching,Unterhaching,Wacker Burghausen,Burghausen,0,2,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,10. Spieltag,2006-11-03,18:00:00,TuS Koblenz,,1. FC Köln,Köln,3,1,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,10. Spieltag,2006-11-05,14:00:00,MSV Duisburg,Duisburg,1. FC Kaiserslautern,Kaiserslautern,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,10. Spieltag,2006-11-05,14:00:00,SpVgg Greuther Fürth,Fürth,Kickers Offenbach,,2,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,10. Spieltag,2006-11-05,14:00:00,Erzgebirge Aue,Aue,FC Augsburg,Augsburg,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,11. Spieltag,2006-11-07,17:30:00,Karlsruher SC,Karlsruhe,TSV 1860 München,1860 München,4,1,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,11. Spieltag,2006-11-07,17:30:00,SC Paderborn 07,Paderborn,FC Hansa Rostock,Rostock,0,2,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,11. Spieltag,2006-11-07,17:30:00,Eintracht Braunschweig,Braunschweig,SpVgg Unterhaching,Unterhaching,2,3,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,11. Spieltag,2006-11-07,17:30:00,Rot-Weiss Essen,Rot-Weiss Essen,TuS Koblenz,,0,1,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,11. Spieltag,2006-11-08,17:30:00,1. FC Kaiserslautern,Kaiserslautern,Wacker Burghausen,Burghausen,4,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,11. Spieltag,2006-11-08,17:30:00,1. FC Köln,Köln,Erzgebirge Aue,Aue,0,1,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,11. Spieltag,2006-11-08,17:30:00,Kickers Offenbach,,MSV Duisburg,Duisburg,0,0,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,11. Spieltag,2006-11-08,17:30:00,FC Carl Zeiss Jena,Jena,SpVgg Greuther Fürth,Fürth,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,11. Spieltag,2006-11-08,17:30:00,FC Augsburg,Augsburg,SC Freiburg,Freiburg,2,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,12. Spieltag,2006-11-10,18:00:00,FC Hansa Rostock,Rostock,Eintracht Braunschweig,Braunschweig,4,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,12. Spieltag,2006-11-10,18:00:00,TSV 1860 München,1860 München,SC Paderborn 07,Paderborn,1,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,12. Spieltag,2006-11-10,18:00:00,TuS Koblenz,,Karlsruher SC,Karlsruhe,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,12. Spieltag,2006-11-12,14:00:00,MSV Duisburg,Duisburg,FC Augsburg,Augsburg,3,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,12. Spieltag,2006-11-12,14:00:00,SC Freiburg,Freiburg,1. FC Köln,Köln,0,0,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,12. Spieltag,2006-11-12,14:00:00,Erzgebirge Aue,Aue,FC Carl Zeiss Jena,Jena,5,1,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,12. Spieltag,2006-11-12,14:00:00,Wacker Burghausen,Burghausen,Kickers Offenbach,,4,1,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,12. Spieltag,2006-11-12,14:00:00,SpVgg Unterhaching,Unterhaching,Rot-Weiss Essen,Rot-Weiss Essen,2,1,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,12. Spieltag,2006-11-13,20:15:00,SpVgg Greuther Fürth,Fürth,1. FC Kaiserslautern,Kaiserslautern,2,2,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,13. Spieltag,2006-11-17,18:00:00,Kickers Offenbach,,1. FC Kaiserslautern,Kaiserslautern,0,1,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,13. Spieltag,2006-11-17,18:00:00,Eintracht Braunschweig,Braunschweig,MSV Duisburg,Duisburg,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,13. Spieltag,2006-11-17,18:00:00,FC Carl Zeiss Jena,Jena,SC Freiburg,Freiburg,2,1,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,13. Spieltag,2006-11-19,14:00:00,1. FC Köln,Köln,TSV 1860 München,1860 München,1,2,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,13. Spieltag,2006-11-19,14:00:00,SC Paderborn 07,Paderborn,SpVgg Greuther Fürth,Fürth,0,0,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,13. Spieltag,2006-11-19,14:00:00,Rot-Weiss Essen,Rot-Weiss Essen,Erzgebirge Aue,Aue,0,1,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,13. Spieltag,2006-11-19,14:00:00,TuS Koblenz,,SpVgg Unterhaching,Unterhaching,0,0,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,13. Spieltag,2006-11-19,14:00:00,FC Augsburg,Augsburg,Wacker Burghausen,Burghausen,1,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,13. Spieltag,2006-11-20,20:15:00,Karlsruher SC,Karlsruhe,FC Hansa Rostock,Rostock,4,4,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,14. Spieltag,2006-11-24,18:00:00,1. FC Kaiserslautern,Kaiserslautern,FC Augsburg,Augsburg,0,0,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,14. Spieltag,2006-11-24,18:00:00,MSV Duisburg,Duisburg,FC Carl Zeiss Jena,Jena,4,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,14. Spieltag,2006-11-24,18:00:00,FC Hansa Rostock,Rostock,Rot-Weiss Essen,Rot-Weiss Essen,2,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,14. Spieltag,2006-11-26,14:00:00,SC Freiburg,Freiburg,Kickers Offenbach,,1,3,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,14. Spieltag,2006-11-26,14:00:00,SpVgg Greuther Fürth,Fürth,1. FC Köln,Köln,1,2,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,14. Spieltag,2006-11-26,14:00:00,Erzgebirge Aue,Aue,SC Paderborn 07,Paderborn,1,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,14. Spieltag,2006-11-26,14:00:00,Wacker Burghausen,Burghausen,Eintracht Braunschweig,Braunschweig,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,14. Spieltag,2006-11-26,14:00:00,SpVgg Unterhaching,Unterhaching,Karlsruher SC,Karlsruhe,0,1,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,14. Spieltag,2006-11-27,20:15:00,TSV 1860 München,1860 München,TuS Koblenz,,2,1,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,15. Spieltag,2006-12-01,18:00:00,SC Paderborn 07,Paderborn,SC Freiburg,Freiburg,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,15. Spieltag,2006-12-01,18:00:00,Rot-Weiss Essen,Rot-Weiss Essen,SpVgg Greuther Fürth,Fürth,1,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,15. Spieltag,2006-12-01,18:00:00,TuS Koblenz,,FC Hansa Rostock,Rostock,0,3,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,15. Spieltag,2006-12-03,14:00:00,Karlsruher SC,Karlsruhe,Erzgebirge Aue,Aue,0,1,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,15. Spieltag,2006-12-03,14:00:00,Kickers Offenbach,,FC Augsburg,Augsburg,3,2,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,15. Spieltag,2006-12-03,14:00:00,Eintracht Braunschweig,Braunschweig,1. FC Kaiserslautern,Kaiserslautern,0,1,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,15. Spieltag,2006-12-03,14:00:00,SpVgg Unterhaching,Unterhaching,TSV 1860 München,1860 München,5,1,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,15. Spieltag,2006-12-03,14:00:00,FC Carl Zeiss Jena,Jena,Wacker Burghausen,Burghausen,0,2,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,15. Spieltag,2006-12-04,20:15:00,1. FC Köln,Köln,MSV Duisburg,Duisburg,1,3,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,16. Spieltag,2006-12-08,18:00:00,1. FC Kaiserslautern,Kaiserslautern,FC Carl Zeiss Jena,Jena,0,0,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,16. Spieltag,2006-12-08,18:00:00,Erzgebirge Aue,Aue,TuS Koblenz,,4,1,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,16. Spieltag,2006-12-08,18:00:00,Wacker Burghausen,Burghausen,Rot-Weiss Essen,Rot-Weiss Essen,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,16. Spieltag,2006-12-10,14:00:00,MSV Duisburg,Duisburg,SC Paderborn 07,Paderborn,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,16. Spieltag,2006-12-10,14:00:00,SpVgg Greuther Fürth,Fürth,SpVgg Unterhaching,Unterhaching,1,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,16. Spieltag,2006-12-10,14:00:00,FC Hansa Rostock,Rostock,TSV 1860 München,1860 München,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,16. Spieltag,2006-12-10,14:00:00,Kickers Offenbach,,1. FC Köln,Köln,2,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,16. Spieltag,2006-12-10,14:00:00,FC Augsburg,Augsburg,Eintracht Braunschweig,Braunschweig,0,0,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,16. Spieltag,2006-12-11,20:15:00,SC Freiburg,Freiburg,Karlsruher SC,Karlsruhe,0,4,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,17. Spieltag,2006-12-15,18:00:00,1. FC Köln,Köln,1. FC Kaiserslautern,Kaiserslautern,2,2,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,17. Spieltag,2006-12-15,18:00:00,SpVgg Unterhaching,Unterhaching,FC Hansa Rostock,Rostock,0,0,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,17. Spieltag,2006-12-15,18:00:00,FC Carl Zeiss Jena,Jena,FC Augsburg,Augsburg,0,2,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,17. Spieltag,2006-12-17,14:00:00,Karlsruher SC,Karlsruhe,SpVgg Greuther Fürth,Fürth,2,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,17. Spieltag,2006-12-17,14:00:00,SC Paderborn 07,Paderborn,Wacker Burghausen,Burghausen,1,1,1,1,Unknown,Unknown,-1
2. Bundesliga,2006/2007,17. Spieltag,2006-12-17,14:00:00,Eintracht Braunschweig,Braunschweig,Kickers Offenbach,,1,2,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,17. Spieltag,2006-12-17,14:00:00,Rot-Weiss Essen,Rot-Weiss Essen,MSV Duisburg,Duisburg,1,2,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,17. Spieltag,2006-12-17,14:00:00,TuS Koblenz,,SC Freiburg,Freiburg,0,1,0,3,Unknown,Unknown,-1
2. Bundesliga,2006/2007,17. Spieltag,2006-12-18,20:15:00,TSV 1860 München,1860 München,Erzgebirge Aue,Aue,4,0,3,0,Unknown,Unknown,-1
2. Bundesliga,2006/2007,18. Spieltag,2007-01-19,18:00:00,Rot-Weiss Essen,Rot-Weiss Essen,1. FC Kaiserslautern,Kaiserslautern,0,0,1,1,Unknown,Unknown,-1
