League,Season,Team,Team_Short,Matches,Points,Won,Lost,Draw,Goals,Opponent_Goals,GoalDiff
1. Bundesliga,2021/2022,1. FC Köln,Köln,34,52,14,10,10,52,49,3
1. Bundesliga,2021/2022,1. FSV Mainz 05,Mainz,34,46,13,14,7,50,45,5
1. Bundesliga,2021/2022,TSG 1899 Hoffenheim,Hoffenheim,34,46,13,14,7,58,60,-2
1. Bundesliga,2021/2022,Borussia Mönchengladbach,Gladbach,34,45,12,13,9,54,61,-7
1. Bundesliga,2021/2022,Eintracht Frankfurt,Frankfurt,34,42,10,12,12,45,49,-4
1. Bundesliga,2021/2022,VfL Wolfsburg,Wolfsburg,34,42,12,16,6,43,54,-11
1. Bundesliga,2021/2022,VfL Bochum,Bochum,34,42,12,16,6,38,52,-14
1. Bundesliga,2021/2022,FC Augsburg,Augsburg,34,38,10,16,8,39,56,-17
1. Bundesliga,2021/2022,VfB Stuttgart,Stuttgart,34,33,7,15,12,41,59,-18
1. Bundesliga,2021/2022,Hertha BSC,Hertha,34,33,9,19,6,37,71,-34
1. Bundesliga,2021/2022,Arminia Bielefeld,Bielefeld,34,28,5,16,13,27,53,-26
1. Bundesliga,2021/2022,SpVgg Greuther Fürth,Fürth,34,18,3,22,9,28,82,-54
1. Bundesliga,2022/2023,FC Bayern München,Bayern,34,71,21,5,8,92,38,54
1. Bundesliga,2022/2023,Borussia Dortmund,Dortmund,34,71,22,7,5,83,44,39
1. Bundesliga,2022/2023,RB Leipzig,Leipzig,34,66,20,8,6,64,41,23
1. Bundesliga,2022/2023,1. FC Union Berlin,Union Berlin,34,62,18,8,8,51,38,13
1. Bundesliga,2022/2023,SC Freiburg,Freiburg,34,59,17,9,8,51,44,7
1. Bundesliga,2022/2023,Bayer Leverkusen,Leverkusen,34,50,14,12,8,57,49,8
1. Bundesliga,2022/2023,Eintracht Frankfurt,Frankfurt,34,50,13,10,11,58,52,6
1. Bundesliga,2022/2023,VfL Wolfsburg,Wolfsburg,34,49,13,11,10,57,48,9
1. Bundesliga,2022/2023,1. FSV Mainz 05,Mainz,34,46,12,12,10,54,55,-1
1. Bundesliga,2022/2023,Borussia Mönchengladbach,Gladbach,34,43,11,13,10,52,55,-3
1. Bundesliga,2022/2023,1. FC Köln,Köln,34,42,10,12,12,49,54,-5
1. Bundesliga,2022/2023,TSG 1899 Hoffenheim,Hoffenheim,34,36,10,18,6,48,57,-9
1. Bundesliga,2022/2023,Werder Bremen,Bremen,34,36,10,18,6,51,64,-13
1. Bundesliga,2022/2023,VfL Bochum,Bochum,34,35,10,19,5,40,72,-32
1. Bundesliga,2022/2023,FC Augsburg,Augsburg,34,34,9,18,7,42,63,-21
1. Bundesliga,2022/2023,VfB Stuttgart,Stuttgart,34,33,7,15,12,45,57,-12
1. Bundesliga,2022/2023,FC Schalke 04,Schalke,34,31,7,17,10,35,71,-36
1. Bundesliga,2022/2023,Hertha BSC,Hertha,34,29,7,19,8,42,69,-27
1. Bundesliga,2023/2024,Bayer Leverkusen,Leverkusen,34,90,28,0,6,89,24,65
1. Bundesliga,2023/2024,VfB Stuttgart,Stuttgart,34,73,23,7,4,78,39,39
1. Bundesliga,2023/2024,FC Bayern München,Bayern,34,72,23,8,3,94,45,49
1. Bundesliga,2023/2024,RB Leipzig,Leipzig,34,65,19,7,8,77,39,38
1. Bundesliga,2023/2024,Borussia Dortmund,Dortmund,34,63,18,7,9,68,43,25
1. Bundesliga,2023/2024,Eintracht Frankfurt,Frankfurt,34,47,11,9,14,51,50,1
1. Bundesliga,2023/2024,TSG 1899 Hoffenheim,Hoffenheim,34,46,13,14,7,66,66,0
1. Bundesliga,2023/2024,1. FC Heidenheim 1846,Heidenheim,34,42,10,12,12,50,55,-5
1. Bundesliga,2023/2024,Werder Bremen,Bremen,34,42,11,14,9,48,54,-6
1. Bundesliga,2023/2024,SC Freiburg,Freiburg,34,42,11,14,9,45,58,-13
1. Bundesliga,2023/2024,FC Augsburg,Augsburg,34,39,10,15,9,50,60,-10
1. Bundesliga,2023/2024,VfL Wolfsburg,Wolfsburg,34,37,10,17,7,41,56,-15
1. Bundesliga,2023/2024,1. FSV Mainz 05,Mainz,34,35,7,13,14,39,51,-12
1. Bundesliga,2023/2024,Borussia Mönchengladbach,Gladbach,34,34,7,14,13,56,67,-11
1. Bundesliga,2023/2024,1. FC Union Berlin,Union Berlin,34,33,9,19,6,33,58,-25
1. Bundesliga,2023/2024,VfL Bochum,Bochum,34,33,7,15,12,42,74,-32
1. Bundesliga,2023/2024,1. FC Köln,Köln,34,27,5,17,12,28,60,-32
1. Bundesliga,2023/2024,SV Darmstadt 98,Darmstadt,34,17,3,23,8,30,86,-56
1. Bundesliga,2024/2025,FC Bayern München,Bayern,24,61,19,1,4,72,20,52
1. Bundesliga,2024/2025,Bayer Leverkusen,Leverkusen,24,53,15,1,8,55,28,27
1. Bundesliga,2024/2025,Eintracht Frankfurt,Frankfurt,24,42,12,6,6,50,37,13
1. Bundesliga,2024/2025,1. FSV Mainz 05,Mainz,24,41,12,7,5,39,25,14
1. Bundesliga,2024/2025,SC Freiburg,Freiburg,23,39,12,8,3,34,36,-2
1. Bundesliga,2024/2025,RB Leipzig,Leipzig,24,38,10,6,8,39,33,6
1. Bundesliga,2024/2025,VfL Wolfsburg,Wolfsburg,24,37,10,7,7,48,38,10
1. Bundesliga,2024/2025,Borussia Mönchengladbach,Gladbach,24,37,11,9,4,38,35,3
1. Bundesliga,2024/2025,VfB Stuttgart,Stuttgart,24,36,10,8,6,42,37,5
1. Bundesliga,2024/2025,Borussia Dortmund,Dortmund,24,35,10,9,5,45,38,7
1. Bundesliga,2024/2025,FC Augsburg,Augsburg,23,31,8,8,7,27,35,-8
1. Bundesliga,2024/2025,Werder Bremen,Bremen,24,30,8,10,6,36,49,-13
1. Bundesliga,2024/2025,TSG 1899 Hoffenheim,Hoffenheim,24,25,6,11,7,31,46,-15
1. Bundesliga,2024/2025,1. FC Union Berlin,Union Berlin,23,24,6,11,6,21,35,-14
1. Bundesliga,2024/2025,FC St. Pauli,St. Pauli,24,21,6,15,3,18,29,-11
1. Bundesliga,2024/2025,1. FC Heidenheim 1846,Heidenheim,24,15,4,17,3,27,50,-23
1. Bundesliga,2024/2025,VfL Bochum,Bochum,24,15,3,15,6,22,48,-26
1. Bundesliga,2024/2025,Holstein Kiel,Kiel,23,13,3,16,4,34,59,-25
