League,Season,Matchday,Match_Date,Match_Time,Home_Team,Home_Team_Short,Guest_Team,Guest_Team_Short,Home_Goals,Guest_Goals,Home_Points,Guest_Points,Location,Stadium,Viewers
3. Liga,2008/2009,17. Spieltag,2008-11-28,19:00:00,Werder Bremen II,Bremen II,SC Paderborn 07,Paderborn,2,3,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,17. Spieltag,2008-11-29,14:00:00,VfR Aalen,Aalen,Stuttgarter Kickers,,3,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,17. Spieltag,2008-11-29,14:00:00,Eintracht Braunschweig,Braunschweig,SpVgg Unterhaching,Unterhaching,4,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,17. Spieltag,2008-11-29,14:00:00,Wuppertaler SV,Wuppertal,Jahn Regensburg,Regensburg,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,17. Spieltag,2008-11-29,14:00:00,1. FC Union Berlin,Union Berlin,Erzgebirge Aue,Aue,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,17. Spieltag,2008-11-29,14:00:00,VfB Stuttgart II,Stuttgart II,Kickers Emden,,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,17. Spieltag,2008-11-29,14:00:00,Kickers Offenbach,,FC Rot-Weiß Erfurt,Erfurt,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,17. Spieltag,2008-11-29,14:00:00,FC Carl Zeiss Jena,Jena,Fortuna Düsseldorf,Düsseldorf,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,17. Spieltag,2008-11-30,14:00:00,SG Dynamo Dresden,Dresden,SV Sandhausen,Sandhausen,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,17. Spieltag,2008-11-30,14:00:00,Wacker Burghausen,Burghausen,FC Bayern München II,Bayern II,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,18. Spieltag,2008-12-05,19:00:00,SV Sandhausen,Sandhausen,Eintracht Braunschweig,Braunschweig,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,18. Spieltag,2008-12-06,14:00:00,FC Bayern München II,Bayern II,VfB Stuttgart II,Stuttgart II,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,18. Spieltag,2008-12-06,14:00:00,Kickers Emden,,Kickers Offenbach,,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,18. Spieltag,2008-12-06,14:00:00,FC Rot-Weiß Erfurt,Erfurt,1. FC Union Berlin,Union Berlin,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,18. Spieltag,2008-12-06,14:00:00,Erzgebirge Aue,Aue,Wuppertaler SV,Wuppertal,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,18. Spieltag,2008-12-06,14:00:00,Jahn Regensburg,Regensburg,SG Dynamo Dresden,Dresden,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,18. Spieltag,2008-12-06,14:00:00,Fortuna Düsseldorf,Düsseldorf,VfR Aalen,Aalen,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,18. Spieltag,2008-12-06,14:00:00,Wacker Burghausen,Burghausen,SC Paderborn 07,Paderborn,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,18. Spieltag,2008-12-07,14:00:00,SpVgg Unterhaching,Unterhaching,FC Carl Zeiss Jena,Jena,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,18. Spieltag,2008-12-07,14:00:00,Stuttgarter Kickers,,Werder Bremen II,Bremen II,3,2,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,19. Spieltag,2008-12-12,19:00:00,Kickers Offenbach,,FC Bayern München II,Bayern II,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,19. Spieltag,2008-12-13,14:00:00,VfR Aalen,Aalen,SpVgg Unterhaching,Unterhaching,2,3,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,19. Spieltag,2008-12-13,14:00:00,FC Carl Zeiss Jena,Jena,SV Sandhausen,Sandhausen,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,19. Spieltag,2008-12-13,14:00:00,Eintracht Braunschweig,Braunschweig,Jahn Regensburg,Regensburg,0,3,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,19. Spieltag,2008-12-13,14:00:00,Wuppertaler SV,Wuppertal,FC Rot-Weiß Erfurt,Erfurt,0,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,19. Spieltag,2008-12-13,14:00:00,1. FC Union Berlin,Union Berlin,Kickers Emden,,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,19. Spieltag,2008-12-13,14:00:00,SC Paderborn 07,Paderborn,Stuttgarter Kickers,,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,19. Spieltag,2008-12-14,14:00:00,Werder Bremen II,Bremen II,Fortuna Düsseldorf,Düsseldorf,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,19. Spieltag,2009-01-31,13:00:00,SG Dynamo Dresden,Dresden,Erzgebirge Aue,Aue,3,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,19. Spieltag,2009-03-04,19:00:00,VfB Stuttgart II,Stuttgart II,Wacker Burghausen,Burghausen,3,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,20. Spieltag,2008-12-19,19:00:00,Kickers Offenbach,,VfB Stuttgart II,Stuttgart II,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,20. Spieltag,2008-12-20,13:00:00,SG Dynamo Dresden,Dresden,FC Rot-Weiß Erfurt,Erfurt,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,20. Spieltag,2008-12-20,14:00:00,1. FC Union Berlin,Union Berlin,FC Bayern München II,Bayern II,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,20. Spieltag,2008-12-20,14:00:00,Wuppertaler SV,Wuppertal,Kickers Emden,,0,3,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,20. Spieltag,2008-12-20,14:00:00,FC Carl Zeiss Jena,Jena,Jahn Regensburg,Regensburg,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,20. Spieltag,2008-12-20,14:00:00,Werder Bremen II,Bremen II,SpVgg Unterhaching,Unterhaching,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,20. Spieltag,2008-12-20,14:00:00,Stuttgarter Kickers,,Wacker Burghausen,Burghausen,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,20. Spieltag,2008-12-20,14:00:00,SC Paderborn 07,Paderborn,Fortuna Düsseldorf,Düsseldorf,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,20. Spieltag,2008-12-21,14:00:00,Eintracht Braunschweig,Braunschweig,Erzgebirge Aue,Aue,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,20. Spieltag,2008-12-21,14:00:00,VfR Aalen,Aalen,SV Sandhausen,Sandhausen,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,21. Spieltag,2009-02-05,19:00:00,Fortuna Düsseldorf,Düsseldorf,Stuttgarter Kickers,,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,21. Spieltag,2009-02-07,14:00:00,Kickers Emden,,SG Dynamo Dresden,Dresden,2,2,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,21. Spieltag,2009-02-07,14:00:00,VfB Stuttgart II,Stuttgart II,1. FC Union Berlin,Union Berlin,0,3,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,21. Spieltag,2009-02-08,14:00:00,SpVgg Unterhaching,Unterhaching,SC Paderborn 07,Paderborn,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,21. Spieltag,2009-02-08,14:00:00,Jahn Regensburg,Regensburg,VfR Aalen,Aalen,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,21. Spieltag,2009-03-03,19:00:00,SV Sandhausen,Sandhausen,Werder Bremen II,Bremen II,3,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,21. Spieltag,2009-03-04,19:00:00,Erzgebirge Aue,Aue,FC Carl Zeiss Jena,Jena,5,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,21. Spieltag,2009-03-04,19:00:00,FC Rot-Weiß Erfurt,Erfurt,Eintracht Braunschweig,Braunschweig,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,21. Spieltag,2009-03-10,19:00:00,Wacker Burghausen,Burghausen,Kickers Offenbach,,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,21. Spieltag,2009-04-15,19:00:00,FC Bayern München II,Bayern II,Wuppertaler SV,Wuppertal,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,22. Spieltag,2009-02-14,14:00:00,SG Dynamo Dresden,Dresden,FC Bayern München II,Bayern II,3,2,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,22. Spieltag,2009-02-14,14:00:00,Eintracht Braunschweig,Braunschweig,Kickers Emden,,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,22. Spieltag,2009-02-14,14:00:00,FC Carl Zeiss Jena,Jena,FC Rot-Weiß Erfurt,Erfurt,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,22. Spieltag,2009-02-14,14:00:00,SC Paderborn 07,Paderborn,SV Sandhausen,Sandhausen,1,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,22. Spieltag,2009-02-14,14:00:00,Fortuna Düsseldorf,Düsseldorf,Wacker Burghausen,Burghausen,3,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,22. Spieltag,2009-02-15,14:00:00,1. FC Union Berlin,Union Berlin,Kickers Offenbach,,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,22. Spieltag,2009-03-10,17:30:00,Werder Bremen II,Bremen II,Jahn Regensburg,Regensburg,2,2,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,22. Spieltag,2009-03-11,19:00:00,VfR Aalen,Aalen,Erzgebirge Aue,Aue,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,22. Spieltag,2009-03-11,19:00:00,Stuttgarter Kickers,,SpVgg Unterhaching,Unterhaching,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,22. Spieltag,2009-03-11,19:00:00,Wuppertaler SV,Wuppertal,VfB Stuttgart II,Stuttgart II,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,23. Spieltag,2009-02-21,14:00:00,Kickers Emden,,FC Carl Zeiss Jena,Jena,3,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,23. Spieltag,2009-02-21,14:00:00,Kickers Offenbach,,Wuppertaler SV,Wuppertal,1,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,23. Spieltag,2009-02-22,14:00:00,SpVgg Unterhaching,Unterhaching,Fortuna Düsseldorf,Düsseldorf,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,23. Spieltag,2009-03-17,19:00:00,Erzgebirge Aue,Aue,Werder Bremen II,Bremen II,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,23. Spieltag,2009-03-17,19:00:00,FC Bayern München II,Bayern II,Eintracht Braunschweig,Braunschweig,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,23. Spieltag,2009-03-17,19:00:00,VfB Stuttgart II,Stuttgart II,SG Dynamo Dresden,Dresden,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,23. Spieltag,2009-03-17,19:00:00,SV Sandhausen,Sandhausen,Stuttgarter Kickers,,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,23. Spieltag,2009-03-18,19:00:00,FC Rot-Weiß Erfurt,Erfurt,VfR Aalen,Aalen,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,23. Spieltag,2009-03-18,19:00:00,Wacker Burghausen,Burghausen,1. FC Union Berlin,Union Berlin,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,23. Spieltag,2009-03-18,19:00:00,Jahn Regensburg,Regensburg,SC Paderborn 07,Paderborn,0,4,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,24. Spieltag,2009-02-27,19:00:00,Eintracht Braunschweig,Braunschweig,VfB Stuttgart II,Stuttgart II,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,24. Spieltag,2009-02-28,14:00:00,Werder Bremen II,Bremen II,FC Rot-Weiß Erfurt,Erfurt,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,24. Spieltag,2009-02-28,14:00:00,SC Paderborn 07,Paderborn,Erzgebirge Aue,Aue,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,24. Spieltag,2009-02-28,14:00:00,Fortuna Düsseldorf,Düsseldorf,SV Sandhausen,Sandhausen,3,2,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,24. Spieltag,2009-02-28,14:00:00,SG Dynamo Dresden,Dresden,Kickers Offenbach,,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,24. Spieltag,2009-02-28,14:00:00,SpVgg Unterhaching,Unterhaching,Wacker Burghausen,Burghausen,0,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,24. Spieltag,2009-03-01,14:00:00,FC Carl Zeiss Jena,Jena,FC Bayern München II,Bayern II,0,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,24. Spieltag,2009-03-01,14:00:00,Wuppertaler SV,Wuppertal,1. FC Union Berlin,Union Berlin,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,24. Spieltag,2009-04-14,19:00:00,VfR Aalen,Aalen,Kickers Emden,,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,24. Spieltag,2009-04-15,19:00:00,Stuttgarter Kickers,,Jahn Regensburg,Regensburg,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,25. Spieltag,2009-03-06,19:00:00,Kickers Emden,,Werder Bremen II,Bremen II,3,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,25. Spieltag,2009-03-07,14:00:00,Kickers Offenbach,,Eintracht Braunschweig,Braunschweig,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,25. Spieltag,2009-03-07,14:00:00,Wacker Burghausen,Burghausen,Wuppertaler SV,Wuppertal,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,25. Spieltag,2009-03-07,14:00:00,SV Sandhausen,Sandhausen,SpVgg Unterhaching,Unterhaching,3,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,25. Spieltag,2009-03-07,14:00:00,Jahn Regensburg,Regensburg,Fortuna Düsseldorf,Düsseldorf,1,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,25. Spieltag,2009-03-07,14:00:00,Erzgebirge Aue,Aue,Stuttgarter Kickers,,0,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,25. Spieltag,2009-03-07,14:00:00,FC Rot-Weiß Erfurt,Erfurt,SC Paderborn 07,Paderborn,1,4,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,25. Spieltag,2009-03-08,14:00:00,VfB Stuttgart II,Stuttgart II,FC Carl Zeiss Jena,Jena,3,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,25. Spieltag,2009-03-08,14:00:00,1. FC Union Berlin,Union Berlin,SG Dynamo Dresden,Dresden,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,25. Spieltag,2009-03-25,19:00:00,FC Bayern München II,Bayern II,VfR Aalen,Aalen,4,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,26. Spieltag,2009-03-13,19:00:00,Werder Bremen II,Bremen II,FC Bayern München II,Bayern II,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,26. Spieltag,2009-03-14,14:00:00,Stuttgarter Kickers,,FC Rot-Weiß Erfurt,Erfurt,1,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,26. Spieltag,2009-03-14,14:00:00,Fortuna Düsseldorf,Düsseldorf,Erzgebirge Aue,Aue,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,26. Spieltag,2009-03-14,14:00:00,SpVgg Unterhaching,Unterhaching,Jahn Regensburg,Regensburg,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,26. Spieltag,2009-03-14,14:00:00,SG Dynamo Dresden,Dresden,Wuppertaler SV,Wuppertal,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,26. Spieltag,2009-03-14,14:00:00,Eintracht Braunschweig,Braunschweig,1. FC Union Berlin,Union Berlin,0,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,26. Spieltag,2009-03-14,14:00:00,VfR Aalen,Aalen,VfB Stuttgart II,Stuttgart II,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,26. Spieltag,2009-03-14,14:00:00,SV Sandhausen,Sandhausen,Wacker Burghausen,Burghausen,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,26. Spieltag,2009-03-15,14:00:00,SC Paderborn 07,Paderborn,Kickers Emden,,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,26. Spieltag,2009-03-15,14:00:00,FC Carl Zeiss Jena,Jena,Kickers Offenbach,,0,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,27. Spieltag,2009-03-20,19:00:00,VfB Stuttgart II,Stuttgart II,Werder Bremen II,Bremen II,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,27. Spieltag,2009-03-21,14:00:00,Kickers Offenbach,,VfR Aalen,Aalen,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,27. Spieltag,2009-03-21,14:00:00,1. FC Union Berlin,Union Berlin,FC Carl Zeiss Jena,Jena,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,27. Spieltag,2009-03-21,14:00:00,Jahn Regensburg,Regensburg,SV Sandhausen,Sandhausen,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,27. Spieltag,2009-03-21,14:00:00,Erzgebirge Aue,Aue,SpVgg Unterhaching,Unterhaching,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,27. Spieltag,2009-03-21,14:00:00,FC Rot-Weiß Erfurt,Erfurt,Fortuna Düsseldorf,Düsseldorf,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,27. Spieltag,2009-03-21,14:00:00,Kickers Emden,,Stuttgarter Kickers,,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,27. Spieltag,2009-03-22,14:00:00,Wuppertaler SV,Wuppertal,Eintracht Braunschweig,Braunschweig,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,27. Spieltag,2009-03-22,14:00:00,Wacker Burghausen,Burghausen,SG Dynamo Dresden,Dresden,0,3,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,27. Spieltag,2009-03-22,14:00:00,FC Bayern München II,Bayern II,SC Paderborn 07,Paderborn,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,28. Spieltag,2009-03-27,19:00:00,SC Paderborn 07,Paderborn,VfB Stuttgart II,Stuttgart II,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,28. Spieltag,2009-03-28,14:00:00,Fortuna Düsseldorf,Düsseldorf,Kickers Emden,,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,28. Spieltag,2009-03-28,14:00:00,SpVgg Unterhaching,Unterhaching,FC Rot-Weiß Erfurt,Erfurt,4,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,28. Spieltag,2009-03-28,14:00:00,SV Sandhausen,Sandhausen,Erzgebirge Aue,Aue,0,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,28. Spieltag,2009-03-28,14:00:00,Eintracht Braunschweig,Braunschweig,SG Dynamo Dresden,Dresden,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,28. Spieltag,2009-03-28,14:00:00,FC Carl Zeiss Jena,Jena,Wuppertaler SV,Wuppertal,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,28. Spieltag,2009-03-28,14:00:00,Werder Bremen II,Bremen II,Kickers Offenbach,,3,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,28. Spieltag,2009-03-28,14:00:00,Jahn Regensburg,Regensburg,Wacker Burghausen,Burghausen,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,28. Spieltag,2009-03-29,14:00:00,Stuttgarter Kickers,,FC Bayern München II,Bayern II,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,28. Spieltag,2009-03-29,14:00:00,VfR Aalen,Aalen,1. FC Union Berlin,Union Berlin,1,4,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,29. Spieltag,2009-03-31,17:30:00,SG Dynamo Dresden,Dresden,FC Carl Zeiss Jena,Jena,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,29. Spieltag,2009-03-31,19:00:00,Wacker Burghausen,Burghausen,Eintracht Braunschweig,Braunschweig,0,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,29. Spieltag,2009-03-31,19:00:00,Erzgebirge Aue,Aue,Jahn Regensburg,Regensburg,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,29. Spieltag,2009-03-31,19:00:00,FC Rot-Weiß Erfurt,Erfurt,SV Sandhausen,Sandhausen,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,29. Spieltag,2009-03-31,19:00:00,Kickers Emden,,SpVgg Unterhaching,Unterhaching,0,4,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,29. Spieltag,2009-04-01,18:00:00,FC Bayern München II,Bayern II,Fortuna Düsseldorf,Düsseldorf,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,29. Spieltag,2009-04-01,18:00:00,VfB Stuttgart II,Stuttgart II,Stuttgarter Kickers,,3,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,29. Spieltag,2009-04-01,18:30:00,Wuppertaler SV,Wuppertal,VfR Aalen,Aalen,5,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,29. Spieltag,2009-04-01,18:30:00,Kickers Offenbach,,SC Paderborn 07,Paderborn,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,29. Spieltag,2009-04-01,19:30:00,1. FC Union Berlin,Union Berlin,Werder Bremen II,Bremen II,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,30. Spieltag,2009-04-04,14:00:00,SpVgg Unterhaching,Unterhaching,FC Bayern München II,Bayern II,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,30. Spieltag,2009-04-04,14:00:00,Fortuna Düsseldorf,Düsseldorf,VfB Stuttgart II,Stuttgart II,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,30. Spieltag,2009-04-04,14:00:00,Erzgebirge Aue,Aue,Wacker Burghausen,Burghausen,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,30. Spieltag,2009-04-05,14:00:00,SV Sandhausen,Sandhausen,Kickers Emden,,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,30. Spieltag,2009-04-05,14:00:00,SC Paderborn 07,Paderborn,1. FC Union Berlin,Union Berlin,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,30. Spieltag,2009-04-07,19:00:00,Jahn Regensburg,Regensburg,FC Rot-Weiß Erfurt,Erfurt,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,30. Spieltag,2009-04-07,19:00:00,FC Carl Zeiss Jena,Jena,Eintracht Braunschweig,Braunschweig,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,30. Spieltag,2009-04-07,19:00:00,VfR Aalen,Aalen,SG Dynamo Dresden,Dresden,4,3,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,30. Spieltag,2009-04-07,19:00:00,Werder Bremen II,Bremen II,Wuppertaler SV,Wuppertal,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,30. Spieltag,2009-04-07,19:00:00,Stuttgarter Kickers,,Kickers Offenbach,,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,31. Spieltag,2009-04-11,14:00:00,SG Dynamo Dresden,Dresden,Werder Bremen II,Bremen II,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,31. Spieltag,2009-04-11,14:00:00,Eintracht Braunschweig,Braunschweig,VfR Aalen,Aalen,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,31. Spieltag,2009-04-11,14:00:00,Wacker Burghausen,Burghausen,FC Carl Zeiss Jena,Jena,0,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,31. Spieltag,2009-04-11,14:00:00,FC Rot-Weiß Erfurt,Erfurt,Erzgebirge Aue,Aue,2,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,31. Spieltag,2009-04-11,14:00:00,Kickers Emden,,Jahn Regensburg,Regensburg,0,0,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,31. Spieltag,2009-04-11,14:00:00,VfB Stuttgart II,Stuttgart II,SpVgg Unterhaching,Unterhaching,1,3,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,31. Spieltag,2009-04-11,14:00:00,Kickers Offenbach,,Fortuna Düsseldorf,Düsseldorf,0,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,31. Spieltag,2009-04-11,14:00:00,Wuppertaler SV,Wuppertal,SC Paderborn 07,Paderborn,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,31. Spieltag,2009-04-12,14:00:00,FC Bayern München II,Bayern II,SV Sandhausen,Sandhausen,2,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,31. Spieltag,2009-04-12,14:00:00,1. FC Union Berlin,Union Berlin,Stuttgarter Kickers,,5,1,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,32. Spieltag,2009-04-17,19:00:00,SV Sandhausen,Sandhausen,VfB Stuttgart II,Stuttgart II,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,32. Spieltag,2009-04-18,14:00:00,Erzgebirge Aue,Aue,Kickers Emden,,3,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,32. Spieltag,2009-04-18,14:00:00,VfR Aalen,Aalen,FC Carl Zeiss Jena,Jena,3,2,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,32. Spieltag,2009-04-18,14:00:00,Werder Bremen II,Bremen II,Eintracht Braunschweig,Braunschweig,1,1,1,1,Unknown,Unknown,-1
3. Liga,2008/2009,32. Spieltag,2009-04-18,14:00:00,SC Paderborn 07,Paderborn,SG Dynamo Dresden,Dresden,1,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,32. Spieltag,2009-04-18,14:00:00,Stuttgarter Kickers,,Wuppertaler SV,Wuppertal,0,1,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,32. Spieltag,2009-04-18,14:00:00,SpVgg Unterhaching,Unterhaching,Kickers Offenbach,,1,0,3,0,Unknown,Unknown,-1
3. Liga,2008/2009,32. Spieltag,2009-04-18,14:00:00,FC Rot-Weiß Erfurt,Erfurt,Wacker Burghausen,Burghausen,0,3,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,32. Spieltag,2009-04-19,14:00:00,Jahn Regensburg,Regensburg,FC Bayern München II,Bayern II,1,2,0,3,Unknown,Unknown,-1
3. Liga,2008/2009,32. Spieltag,2009-04-19,14:00:00,Fortuna Düsseldorf,Düsseldorf,1. FC Union Berlin,Union Berlin,0,1,0,3,Unknown,Unknown,-1
